Row,min_med_conn_run,sec_med_conn_run,min_med_conn,sec_med_conn
sub06542,2,1,0.428,0.485
sub06545,1,2,0.413,0.432
sub06546,1,NaN,0.448,NaN
sub06551,2,1,0.416,0.418
sub06553,2,1,0.446,0.463
sub06555,1,2,0.452,0.452
sub06557,1,NaN,0.466,NaN
sub06559,1,2,0.456,0.526
sub06563,2,1,0.413,0.421
sub06564,2,1,0.419,0.425
sub06565,1,2,0.425,0.451
sub06566,1,NaN,0.522,NaN
sub06567,4,NaN,0.413,NaN
sub06570,2,NaN,0.413,NaN
sub06571,1,2,0.4,0.403
sub06572,1,NaN,0.45,NaN
sub06573,1,2,0.427,0.432
sub06575,1,3,0.423,0.425
sub06576,1,2,0.474,0.513
sub06578,2,NaN,0.526,NaN
sub06579,1,2,0.416,0.416
sub06580,NaN,NaN,NaN,NaN
sub06582,2,1,0.423,0.471
sub06585,1,NaN,0.479,NaN
sub06589,1,NaN,0.44,NaN
sub06590,2,NaN,0.485,NaN
sub06593,2,3,0.454,0.489
sub06595,1,2,0.421,0.451
sub06596,1,NaN,0.413,NaN
sub06597,3,1,0.416,0.434
sub06598,2,1,0.413,0.415
sub06599,2,1,0.404,0.405
sub06605,3,1,0.415,0.42
sub06608,3,2,0.431,0.487
sub06609,1,2,0.451,0.454
sub06610,4,1,0.508,0.518
sub06611,1,NaN,0.467,NaN
sub06617,2,1,0.407,0.436
sub06618,4,3,0.396,0.398
sub06619,4,3,0.404,0.411
sub06620,1,NaN,0.451,NaN
sub06624,3,2,0.424,0.433
sub06625,1,NaN,0.482,NaN
sub06627,2,1,0.405,0.423
sub06628,2,1,0.399,0.405
sub06631,3,4,0.415,0.452
sub06634,4,NaN,0.4,NaN
sub06636,2,1,0.448,0.452
sub06638,2,NaN,0.424,NaN
sub06640,3,2,0.414,0.418
sub06641,2,NaN,0.398,NaN
sub06642,1,3,0.404,0.417
sub06644,2,NaN,0.404,NaN
sub06646,2,1,0.422,0.423
sub06647,2,4,0.402,0.423
sub06649,1,NaN,0.519,NaN
sub06650,3,4,0.435,0.437
sub06651,1,NaN,0.47,NaN
sub06652,2,1,0.476,0.524
sub06654,4,3,0.43,0.448
sub06656,3,NaN,0.395,NaN
sub06658,2,1,0.402,0.421
sub06659,2,1,0.43,0.508
sub06660,3,1,0.432,0.481
sub06662,4,3,0.391,0.395
sub06666,1,3,0.449,0.515
sub06667,NaN,NaN,NaN,NaN
sub06668,1,NaN,0.455,NaN
sub06669,2,3,0.413,0.43
sub06673,2,1,0.415,0.416
sub06675,1,2,0.449,0.479
sub06679,2,1,0.41,0.414
sub06680,2,1,0.448,0.477
sub06681,3,4,0.424,0.507
sub06682,1,2,0.421,0.439
sub06683,1,4,0.495,0.531
sub06684,3,NaN,0.413,NaN
sub06688,2,NaN,0.418,NaN
sub06689,2,NaN,0.422,NaN
sub06690,1,2,0.4,0.402
sub06691,2,NaN,0.457,NaN
sub06692,4,2,0.407,0.432
sub06694,1,2,0.415,0.492
sub06698,3,1,0.461,0.528
sub06700,1,4,0.419,0.442
sub06701,1,3,0.411,0.439
sub06703,1,NaN,0.506,NaN
sub06705,4,2,0.509,0.528
sub06706,1,2,0.441,0.454
sub06708,NaN,NaN,NaN,NaN
sub06709,3,2,0.4,0.411
sub06714,1,NaN,0.427,NaN
sub06716,4,1,0.471,0.474
sub06717,2,1,0.418,0.431
sub06719,1,NaN,0.469,NaN
sub06720,1,3,0.436,0.439
sub06722,3,1,0.466,0.47
sub06723,NaN,NaN,NaN,NaN
sub06730,NaN,NaN,NaN,NaN
sub06731,2,3,0.439,0.448
sub06732,3,NaN,0.409,NaN
sub06734,4,3,0.408,0.425
sub06736,1,3,0.425,0.433
sub06737,2,1,0.418,0.492
sub06738,3,1,0.437,0.442
sub06740,1,NaN,0.478,NaN
sub06742,NaN,NaN,NaN,NaN
sub06745,3,NaN,0.419,NaN
sub06746,1,NaN,0.455,NaN
sub06749,3,4,0.449,0.465
sub06750,1,2,0.398,0.402
sub06751,2,3,0.402,0.416
sub06752,1,2,0.448,0.506
sub06754,3,4,0.41,0.425
sub06758,4,3,0.416,0.423
sub06761,2,1,0.42,0.421
sub06762,3,4,0.411,0.417
sub06763,2,NaN,0.507,NaN
sub06766,1,2,0.435,0.466
sub06768,NaN,NaN,NaN,NaN
sub06770,1,2,0.434,0.497
sub06771,3,1,0.416,0.423
sub06773,1,3,0.452,0.459
sub06776,4,1,0.476,0.5
sub06778,2,NaN,0.444,NaN
sub06780,2,3,0.424,0.432
sub06783,NaN,NaN,NaN,NaN
sub06785,1,2,0.423,0.423
sub06786,2,1,0.447,0.472
sub06790,2,NaN,0.525,NaN
sub06791,1,2,0.441,0.525
sub06792,NaN,NaN,NaN,NaN
sub06793,4,1,0.402,0.403
sub06795,2,4,0.406,0.406
sub06798,NaN,NaN,NaN,NaN
sub06800,1,2,0.453,0.503
sub06801,2,1,0.416,0.428
sub06802,3,NaN,0.46,NaN
sub06812,2,1,0.448,0.45
sub06815,2,3,0.421,0.425
sub06818,4,1,0.472,0.499
sub06820,2,1,0.426,0.439
sub06822,3,1,0.416,0.422
sub06824,2,1,0.483,0.501
sub06825,1,NaN,0.407,NaN
sub06826,2,1,0.412,0.424
sub06827,4,3,0.428,0.438
sub06828,NaN,NaN,NaN,NaN
sub06830,2,4,0.451,0.47
sub06831,4,2,0.439,0.472
sub06832,3,1,0.427,0.447
sub06834,2,4,0.409,0.444
sub06836,1,2,0.453,0.483
sub06837,2,1,0.458,0.528
sub06840,1,2,0.48,0.522
sub06841,1,2,0.424,0.529
sub06842,2,1,0.406,0.421
sub06845,3,NaN,0.485,NaN
sub06848,1,3,0.408,0.414
sub06851,1,4,0.411,0.439
sub06853,2,NaN,0.431,NaN
sub06854,2,1,0.407,0.414
sub06855,1,3,0.407,0.409
sub06857,2,4,0.489,0.506
sub06858,4,2,0.511,0.513
sub06864,4,1,0.436,0.448
sub06867,1,NaN,0.496,NaN
sub06869,1,NaN,0.409,NaN
sub06871,1,2,0.462,0.518
sub06872,1,4,0.414,0.442
sub06873,2,1,0.416,0.428
sub06875,1,2,0.411,0.434
sub06876,2,NaN,0.405,NaN
sub06878,1,2,0.433,0.493
sub06883,4,NaN,0.501,NaN
sub06884,1,NaN,0.48,NaN
sub06885,4,NaN,0.492,NaN
sub06887,2,1,0.399,0.407
sub06888,2,3,0.396,0.398
sub06893,2,NaN,0.432,NaN
sub06894,1,NaN,0.487,NaN
sub06896,NaN,NaN,NaN,NaN
sub06897,2,1,0.398,0.417
sub06902,NaN,NaN,NaN,NaN
sub06904,2,3,0.435,0.538
sub06905,2,1,0.414,0.425
sub06906,1,2,0.409,0.424
sub06907,1,NaN,0.508,NaN
sub06908,3,2,0.48,0.521
sub06911,1,NaN,0.479,NaN
sub06912,2,1,0.421,0.456
sub06913,4,3,0.42,0.422
sub06915,1,2,0.476,0.483
sub06919,3,2,0.397,0.412
sub06922,1,NaN,0.407,NaN
sub06923,4,1,0.409,0.416
sub06924,1,2,0.439,0.44
sub06925,1,2,0.406,0.462
sub06927,2,1,0.401,0.41
sub06930,1,4,0.425,0.467
sub06931,1,4,0.488,0.537
sub06933,4,1,0.429,0.435
sub06936,1,NaN,0.479,NaN
sub06939,2,3,0.429,0.437
sub06940,1,NaN,0.437,NaN
sub06941,1,3,0.47,0.483
sub06943,2,1,0.474,0.507
sub06944,1,2,0.431,0.479
sub06947,2,4,0.393,0.408
sub06948,1,2,0.439,0.44
sub06949,1,2,0.438,0.501
sub06950,2,4,0.418,0.422
sub06951,1,2,0.462,0.496
sub06956,2,NaN,0.41,NaN
sub06959,2,4,0.456,0.48
sub06964,4,NaN,0.433,NaN
sub06965,4,3,0.453,0.485
sub06966,1,NaN,0.424,NaN
sub06967,2,3,0.428,0.484
sub06970,4,1,0.434,0.485
sub06975,4,3,0.446,0.532
sub06981,1,NaN,0.489,NaN
sub06983,3,1,0.485,0.506
sub06984,NaN,NaN,NaN,NaN
sub06987,1,2,0.411,0.415
sub06988,1,2,0.411,0.413
sub06989,4,2,0.418,0.46
sub06992,1,3,0.423,0.431
sub06993,4,3,0.444,0.448
sub06994,1,2,0.404,0.416
sub06996,3,1,0.424,0.444
sub06997,2,NaN,0.437,NaN
sub06999,2,3,0.409,0.42
sub07001,NaN,NaN,NaN,NaN
sub07002,3,2,0.434,0.443
sub07004,1,2,0.488,0.534
sub07009,1,NaN,0.41,NaN
sub07011,4,NaN,0.453,NaN
sub07012,2,NaN,0.398,NaN
sub07013,1,2,0.4,0.423
sub07014,3,1,0.452,0.46
sub07019,1,2,0.429,0.434
sub07020,4,3,0.415,0.419
sub07021,1,NaN,0.453,NaN
sub07022,2,1,0.406,0.42
sub07024,NaN,NaN,NaN,NaN
sub07028,3,2,0.416,0.442
sub07030,1,NaN,0.474,NaN
sub07031,1,2,0.418,0.483
sub07032,1,2,0.409,0.424
sub07036,1,2,0.426,0.482
sub07037,2,NaN,0.508,NaN
sub07038,3,2,0.453,0.475
sub07041,1,NaN,0.431,NaN
sub07042,1,2,0.408,0.436
sub07044,1,NaN,0.464,NaN
sub07045,1,NaN,0.459,NaN
sub07047,3,4,0.415,0.466
sub07048,1,NaN,0.445,NaN
sub07049,2,1,0.407,0.416
sub07050,1,2,0.406,0.41
sub07051,2,1,0.424,0.437
sub07054,2,NaN,0.526,NaN
sub07056,2,3,0.419,0.419
sub07057,3,4,0.433,0.441
sub07060,3,4,0.414,0.449
sub07061,1,3,0.404,0.418
sub07063,2,4,0.416,0.44
sub07070,2,1,0.43,0.478
sub07072,NaN,NaN,NaN,NaN
sub07073,1,2,0.422,0.436
sub07074,2,1,0.415,0.424
sub07079,NaN,NaN,NaN,NaN
sub07080,1,NaN,0.418,NaN
sub07082,1,2,0.487,0.537
sub07083,1,2,0.43,0.436
sub07085,NaN,NaN,NaN,NaN
sub07088,3,2,0.415,0.43
sub07092,2,NaN,0.414,NaN
sub07093,1,2,0.426,0.442
sub07094,2,3,0.427,0.438
sub07095,1,NaN,0.513,NaN
sub07096,1,2,0.442,0.469
sub07097,3,4,0.418,0.422
sub07098,3,2,0.437,0.456
sub07099,2,NaN,0.437,NaN
sub07100,2,1,0.52,0.527
sub07102,1,NaN,0.449,NaN
sub07103,2,1,0.409,0.441
sub07104,2,3,0.407,0.408
sub07106,1,NaN,0.506,NaN
sub07107,2,1,0.451,0.489
sub07108,2,4,0.436,0.437
sub07110,1,NaN,0.431,NaN
sub07112,1,2,0.471,0.471
sub07113,1,2,0.43,0.453
sub07114,2,3,0.43,0.441
sub07115,3,4,0.439,0.446
sub07117,1,NaN,0.524,NaN
sub07125,3,4,0.454,0.469
sub07130,3,1,0.424,0.498
sub07132,1,2,0.442,0.452
sub07139,3,4,0.476,0.483
sub07140,1,2,0.415,0.415
sub07142,1,NaN,0.534,NaN
sub07143,1,2,0.46,0.502
sub07146,4,2,0.407,0.413
sub07147,2,1,0.407,0.41
sub07148,3,4,0.425,0.427
sub07153,1,2,0.508,0.529
sub07154,1,2,0.401,0.42
sub07156,1,2,0.474,0.476
sub07160,1,NaN,0.526,NaN
sub07161,1,3,0.419,0.451
sub07162,4,1,0.414,0.415
sub07163,1,2,0.43,0.439
sub07166,1,2,0.42,0.422
sub07168,1,2,0.415,0.441
sub07169,1,2,0.426,0.444
sub07170,1,4,0.406,0.425
sub07172,NaN,NaN,NaN,NaN
sub07174,3,NaN,0.483,NaN
sub07175,3,1,0.406,0.41
sub07186,3,1,0.4,0.45
sub07188,1,2,0.446,0.472
sub07190,1,2,0.409,0.497
sub07192,1,3,0.47,0.47
sub07194,2,1,0.409,0.413
sub07197,2,NaN,0.539,NaN
sub07200,NaN,NaN,NaN,NaN
sub07201,1,2,0.441,0.465
sub07203,2,1,0.405,0.421
sub07206,2,3,0.407,0.407
sub07207,4,3,0.425,0.428
sub07208,2,1,0.41,0.43
sub07209,1,3,0.42,0.424
sub07212,1,2,0.431,0.511
sub07213,1,2,0.411,0.496
sub07216,3,4,0.4,0.405
sub07217,NaN,NaN,NaN,NaN
sub07219,1,2,0.481,0.491
sub07224,3,4,0.43,0.443
sub07226,1,2,0.406,0.406
sub07229,2,1,0.415,0.419
sub07232,2,3,0.403,0.41
sub07236,3,2,0.419,0.44
sub07239,1,2,0.421,0.456
sub07240,1,NaN,0.441,NaN
sub07242,1,3,0.454,0.455
sub07246,NaN,NaN,NaN,NaN
sub07248,1,2,0.418,0.424
sub07252,1,3,0.443,0.506
sub07253,1,2,0.457,0.47
sub07257,1,2,0.425,0.447
sub07258,2,1,0.428,0.448
sub07264,4,3,0.413,0.432
sub07266,1,2,0.437,0.475
sub07267,1,NaN,0.443,NaN
sub07273,1,NaN,0.46,NaN
sub07274,1,2,0.454,0.479
sub07278,1,2,0.426,0.486
sub07280,4,2,0.526,0.53
sub07282,1,3,0.489,0.537
sub07283,1,NaN,0.51,NaN
sub07284,2,1,0.417,0.422
sub07285,1,NaN,0.448,NaN
sub07286,2,3,0.468,0.473
sub07287,4,3,0.412,0.432
sub07288,2,1,0.398,0.415
sub07289,1,2,0.412,0.413
sub07295,1,NaN,0.43,NaN
sub07296,2,4,0.422,0.424
sub07298,1,2,0.473,0.493
sub07300,4,NaN,0.481,NaN
sub07304,1,NaN,0.433,NaN
sub07305,2,1,0.436,0.454
sub07306,3,NaN,0.417,NaN
sub07309,1,2,0.451,0.458
sub07312,2,1,0.398,0.437
sub07315,2,1,0.535,0.537
sub07317,NaN,NaN,NaN,NaN
sub07318,3,NaN,0.516,NaN
sub07319,3,2,0.456,0.464
sub07323,3,NaN,0.499,NaN
sub07324,2,1,0.455,0.473
sub07325,1,4,0.437,0.44
sub07327,4,1,0.457,0.484
sub07328,2,3,0.417,0.417
sub07332,3,2,0.476,0.522
sub07336,2,NaN,0.437,NaN
sub07337,1,3,0.429,0.433
sub07340,NaN,NaN,NaN,NaN
sub07341,3,1,0.466,0.532
sub07343,1,NaN,0.417,NaN
sub07346,1,2,0.453,0.464
sub07347,3,1,0.409,0.417
sub07350,2,1,0.437,0.474
sub07351,1,2,0.42,0.435
sub07353,1,NaN,0.537,NaN
sub07356,1,2,0.411,0.415
sub07357,NaN,NaN,NaN,NaN
sub07358,2,3,0.422,0.44
sub07359,3,1,0.425,0.449
sub07360,2,3,0.404,0.415
sub07364,1,2,0.396,0.406
sub07365,2,1,0.397,0.405
sub07367,2,1,0.479,0.503
sub07377,2,1,0.406,0.463
sub07378,2,1,0.425,0.46
sub07386,2,1,0.422,0.493
sub07387,2,1,0.44,0.478
sub07389,3,2,0.43,0.435
sub07391,1,NaN,0.493,NaN
sub07394,4,2,0.432,0.444
sub07397,NaN,NaN,NaN,NaN
sub07399,2,1,0.403,0.411
sub07400,4,NaN,0.431,NaN
sub07402,2,1,0.41,0.428
sub07403,2,4,0.419,0.423
sub07404,3,1,0.431,0.45
sub07405,1,2,0.435,0.435
sub07407,1,NaN,0.447,NaN
sub07411,3,1,0.474,0.488
sub07414,NaN,NaN,NaN,NaN
sub07415,4,3,0.471,0.49
sub07416,4,3,0.412,0.457
sub07417,2,NaN,0.48,NaN
sub07419,3,1,0.504,0.53
sub07420,1,2,0.4,0.413
sub07422,2,3,0.417,0.425
sub07424,1,NaN,0.454,NaN
sub07428,1,2,0.41,0.426
sub07431,1,4,0.427,0.448
sub07432,1,2,0.428,0.522
sub07436,4,NaN,0.457,NaN
sub07438,3,1,0.411,0.416
sub07439,3,2,0.488,0.491
sub07440,1,2,0.411,0.45
sub07441,4,1,0.459,0.494
sub07443,2,1,0.42,0.431
sub07444,2,1,0.441,0.512
sub07445,1,4,0.421,0.438
sub07448,1,2,0.427,0.462
sub07449,NaN,NaN,NaN,NaN
sub07452,2,1,0.418,0.484
sub07453,4,1,0.489,0.542
sub07456,1,3,0.473,0.478
sub07459,4,3,0.425,0.445
sub07461,3,4,0.406,0.408
sub07464,NaN,NaN,NaN,NaN
sub07470,3,1,0.416,0.423
sub07471,2,3,0.446,0.453
sub07472,3,2,0.434,0.438
sub07473,2,4,0.4,0.422
sub07474,2,1,0.421,0.422
sub07475,3,1,0.45,0.462
sub07481,2,1,0.409,0.419
sub07482,1,3,0.402,0.411
sub07483,2,1,0.491,0.497
sub07485,2,1,0.425,0.443
sub07486,2,1,0.403,0.405
sub07487,2,1,0.48,0.507
sub07489,2,1,0.411,0.5
sub07491,3,2,0.413,0.417
sub07492,1,NaN,0.444,NaN
sub07497,1,NaN,0.437,NaN
sub07500,2,1,0.447,0.478
sub07501,1,2,0.413,0.503
sub07503,3,2,0.486,0.509
sub07504,2,3,0.41,0.428
sub07511,2,1,0.437,0.438
sub07512,2,3,0.425,0.434
sub07514,1,3,0.48,0.491
sub07515,1,2,0.406,0.42
sub07519,2,1,0.415,0.423
sub07521,1,2,0.472,0.493
sub07522,4,2,0.413,0.429
sub07524,2,NaN,0.472,NaN
sub07534,1,2,0.404,0.523
sub07535,4,3,0.449,0.476
sub07537,2,NaN,0.415,NaN
sub07539,3,4,0.403,0.426
sub07547,2,1,0.456,0.508
sub07548,2,3,0.459,0.493
sub07549,2,NaN,0.492,NaN
sub07554,4,NaN,0.467,NaN
sub07556,1,NaN,0.476,NaN
sub07557,3,2,0.409,0.418
sub07560,1,NaN,0.402,NaN
sub07564,1,NaN,0.451,NaN
sub07566,1,NaN,0.524,NaN
sub07567,2,4,0.417,0.418
sub07569,NaN,NaN,NaN,NaN
sub07572,1,2,0.412,0.417
sub07573,2,1,0.413,0.51
sub07574,1,2,0.417,0.432
sub07576,1,2,0.445,0.535
sub07578,1,4,0.453,0.453
sub07579,1,2,0.438,0.449
sub07580,2,3,0.419,0.42
sub07581,1,3,0.423,0.439
sub07582,1,NaN,0.446,NaN
sub07585,1,2,0.433,0.455
sub07588,3,1,0.42,0.433
sub07591,3,4,0.43,0.489
sub07592,NaN,NaN,NaN,NaN
sub07594,2,1,0.513,0.516
sub07595,2,1,0.409,0.425
sub07596,2,1,0.401,0.413
sub07600,3,2,0.404,0.41
sub07602,2,3,0.449,0.459
sub07604,2,1,0.412,0.419
sub07606,2,1,0.412,0.427
sub07607,2,NaN,0.512,NaN
sub07609,4,2,0.416,0.423
sub07610,4,1,0.425,0.47
sub07611,3,2,0.428,0.438
sub07612,1,4,0.512,0.522
sub07613,NaN,NaN,NaN,NaN
sub07614,2,1,0.461,0.491
sub07615,1,2,0.421,0.439
sub07619,2,1,0.41,0.433
sub07622,4,3,0.405,0.414
sub07623,1,2,0.43,0.492
sub07624,3,2,0.41,0.431
sub07625,2,3,0.411,0.417
sub07628,1,NaN,0.459,NaN
sub07629,2,3,0.459,0.462
sub07630,3,1,0.431,0.434
sub07631,3,4,0.41,0.426
sub07632,2,3,0.392,0.403
sub07633,2,1,0.44,0.471
sub07636,3,NaN,0.444,NaN
sub07639,1,NaN,0.436,NaN
sub07641,1,2,0.419,0.422
sub07644,1,3,0.407,0.41
sub07645,2,NaN,0.434,NaN
sub07648,2,NaN,0.444,NaN
sub07649,3,1,0.435,0.462
sub07652,NaN,NaN,NaN,NaN
sub07653,3,2,0.427,0.489
sub07654,1,3,0.443,0.504
sub07656,NaN,NaN,NaN,NaN
sub07657,2,1,0.417,0.418
sub07658,2,1,0.431,0.444
sub07661,4,3,0.409,0.502
sub07663,2,1,0.42,0.453
sub07665,1,4,0.478,0.48
sub07667,2,1,0.418,0.42
sub07668,1,2,0.423,0.46
sub07673,4,NaN,0.413,NaN
sub07674,1,NaN,0.406,NaN
sub07675,NaN,NaN,NaN,NaN
sub07677,2,3,0.407,0.505
sub07683,1,NaN,0.487,NaN
sub07684,NaN,NaN,NaN,NaN
sub07687,2,3,0.414,0.428
sub07691,4,1,0.409,0.432
sub07692,2,1,0.416,0.424
sub07693,1,2,0.481,0.481
sub07694,1,2,0.416,0.433
sub07695,1,2,0.446,0.489
sub07698,1,2,0.424,0.524
sub07699,2,1,0.411,0.412
sub07700,2,3,0.408,0.417
sub07701,4,1,0.489,0.514
sub07703,3,4,0.418,0.424
sub07706,NaN,NaN,NaN,NaN
sub07707,3,4,0.44,0.441
sub07709,1,NaN,0.448,NaN
sub07710,NaN,NaN,NaN,NaN
sub07713,2,1,0.41,0.418
sub07717,1,2,0.449,0.453
sub07719,1,4,0.439,0.476
sub07724,3,1,0.428,0.481
sub07727,1,2,0.439,0.449
sub07730,1,NaN,0.433,NaN
sub07732,1,2,0.42,0.451
sub07740,1,NaN,0.444,NaN
sub07749,2,NaN,0.429,NaN
sub07750,2,1,0.46,0.477
sub07751,3,NaN,0.522,NaN
sub07753,2,NaN,0.454,NaN
sub07754,2,1,0.484,0.501
sub07755,1,2,0.446,0.484
sub07758,2,NaN,0.5,NaN
sub07761,NaN,NaN,NaN,NaN
sub07762,1,2,0.429,0.465
sub07764,4,1,0.407,0.411
sub07766,1,2,0.422,0.532
sub07767,4,3,0.437,0.438
sub07768,4,1,0.43,0.468
sub07769,2,NaN,0.526,NaN
sub07770,3,4,0.406,0.407
sub07772,2,4,0.483,0.487
sub07777,2,NaN,0.442,NaN
sub07780,3,2,0.434,0.455
sub07781,2,4,0.417,0.429
sub07782,2,1,0.478,0.479
sub07783,1,NaN,0.493,NaN
sub07784,1,4,0.493,0.495
sub07785,1,3,0.411,0.526
sub07787,1,4,0.439,0.441
sub07795,NaN,NaN,NaN,NaN
sub07798,1,2,0.409,0.426
sub07799,3,2,0.5,0.509
sub07802,1,2,0.433,0.487
sub07806,3,1,0.43,0.461
sub07807,1,2,0.453,0.453
sub07808,4,2,0.486,0.515
sub07809,1,NaN,0.487,NaN
sub07812,4,NaN,0.443,NaN
sub07814,2,1,0.489,0.528
sub07816,2,1,0.514,0.52
sub07818,1,NaN,0.43,NaN
sub07819,4,NaN,0.436,NaN
sub07821,1,2,0.421,0.424
sub07826,NaN,NaN,NaN,NaN
sub07829,NaN,NaN,NaN,NaN
sub07830,NaN,NaN,NaN,NaN
sub07831,3,1,0.439,0.448
sub07836,4,3,0.412,0.415
sub07837,2,NaN,0.402,NaN
sub07839,2,4,0.413,0.45
sub07840,1,NaN,0.41,NaN
sub07841,1,2,0.442,0.475
sub07843,1,2,0.418,0.426
sub07845,3,NaN,0.495,NaN
sub07846,1,2,0.449,0.46
sub07850,1,NaN,0.482,NaN
sub07853,2,3,0.398,0.404
sub07854,2,1,0.43,0.459
sub07855,1,2,0.418,0.428
sub07856,1,2,0.422,0.431
sub07858,4,1,0.414,0.475
sub07860,1,NaN,0.452,NaN
sub07861,3,4,0.424,0.424
sub07863,1,NaN,0.517,NaN
sub07864,1,2,0.468,0.469
sub07865,1,4,0.441,0.463
sub07867,1,2,0.417,0.429
sub07868,2,1,0.436,0.457
sub07871,1,2,0.406,0.416
sub07873,2,1,0.409,0.423
sub07877,1,NaN,0.437,NaN
sub07879,2,1,0.414,0.417
sub07880,1,2,0.461,0.52
sub07881,NaN,NaN,NaN,NaN
sub07883,1,NaN,0.449,NaN
sub07885,4,1,0.438,0.466
sub07886,1,2,0.42,0.421
sub07889,1,2,0.486,0.493
sub07890,1,2,0.464,0.483
sub07891,1,NaN,0.454,NaN
sub07892,1,2,0.462,0.469
sub07893,2,NaN,0.529,NaN
sub07894,3,1,0.48,0.481
sub07895,2,1,0.422,0.427
sub07896,1,NaN,0.518,NaN
sub07897,3,2,0.408,0.421
sub07899,1,2,0.433,0.505
sub07901,1,2,0.44,0.446
sub07904,1,2,0.444,0.508
sub07906,1,4,0.405,0.424
sub07907,2,3,0.458,0.462
sub07910,2,NaN,0.497,NaN
sub07912,1,2,0.438,0.484
sub07913,1,2,0.434,0.456
sub07916,3,1,0.404,0.433
sub07917,3,4,0.422,0.465
sub07919,4,3,0.415,0.417
sub07920,2,1,0.428,0.457
sub07921,1,2,0.473,0.512
sub07923,2,1,0.412,0.431
sub07924,3,NaN,0.484,NaN
sub07925,1,NaN,0.474,NaN
sub07929,2,NaN,0.443,NaN
sub07930,2,1,0.415,0.432
sub07933,1,2,0.41,0.418
sub07936,2,1,0.407,0.425
sub07941,1,4,0.422,0.428
sub07943,3,4,0.414,0.44
sub07945,2,3,0.412,0.417
sub07946,1,2,0.411,0.426
sub07947,2,1,0.415,0.427
sub07948,1,NaN,0.487,NaN
sub07952,1,2,0.426,0.504
sub07954,1,2,0.417,0.436
sub07955,1,2,0.431,0.456
sub07957,2,1,0.403,0.404
sub07960,1,4,0.441,0.477
sub07962,1,2,0.474,0.505
sub07965,2,3,0.435,0.441
sub07966,1,2,0.424,0.426
sub07971,3,1,0.412,0.415
sub07977,2,1,0.452,0.511
sub07981,2,1,0.404,0.444
sub07982,1,NaN,0.447,NaN
sub07985,1,NaN,0.456,NaN
sub07987,2,1,0.42,0.468
sub07993,2,1,0.432,0.437
sub08001,1,NaN,0.463,NaN
sub08005,4,NaN,0.541,NaN
sub08007,2,1,0.41,0.43
sub08010,1,NaN,0.523,NaN
sub08016,1,NaN,0.457,NaN
sub08017,1,3,0.426,0.439
sub08020,1,NaN,0.457,NaN
sub08021,2,1,0.417,0.432
sub08025,2,3,0.398,0.399
sub08027,3,1,0.416,0.431
sub08028,3,1,0.405,0.411
sub08029,3,4,0.417,0.424
sub08031,2,3,0.409,0.439
sub08032,3,1,0.42,0.465
sub08034,1,NaN,0.521,NaN
sub08036,3,1,0.423,0.433
sub08038,1,NaN,0.47,NaN
sub08041,1,2,0.516,0.524
sub08042,3,NaN,0.477,NaN
sub08043,2,1,0.458,0.467
sub08044,3,1,0.405,0.436
sub08048,3,2,0.438,0.461
sub08050,2,1,0.431,0.456
sub08054,2,NaN,0.436,NaN
sub08056,1,4,0.444,0.451
sub08057,1,NaN,0.475,NaN
sub08058,1,NaN,0.43,NaN
sub08059,NaN,NaN,NaN,NaN
sub08061,2,1,0.445,0.448
sub08062,1,2,0.475,0.48
sub08063,2,NaN,0.473,NaN
sub08064,2,1,0.404,0.418
sub08065,3,1,0.425,0.429
sub08066,2,NaN,0.46,NaN
sub08067,2,1,0.465,0.472
sub08069,1,NaN,0.467,NaN
sub08071,1,2,0.422,0.466
sub08074,3,1,0.423,0.435
sub08076,3,1,0.436,0.438
sub08079,1,2,0.416,0.493
sub08081,4,1,0.445,0.49
sub08082,1,NaN,0.424,NaN
sub08083,2,1,0.434,0.438
sub08085,1,2,0.459,0.459
sub08087,1,NaN,0.456,NaN
sub08090,3,2,0.448,0.473
sub08092,2,3,0.408,0.412
sub08093,4,NaN,0.52,NaN
sub08096,3,2,0.406,0.412
sub08102,2,1,0.414,0.418
sub08103,3,4,0.406,0.416
sub08106,2,1,0.481,0.518
sub08107,NaN,NaN,NaN,NaN
sub08109,2,NaN,0.407,NaN
sub08113,1,NaN,0.429,NaN
sub08114,1,2,0.401,0.401
sub08117,NaN,NaN,NaN,NaN
sub08119,2,1,0.441,0.47
sub08127,1,NaN,0.516,NaN
sub08128,4,2,0.451,0.47
sub08129,2,1,0.428,0.505
sub08130,NaN,NaN,NaN,NaN
sub08133,2,1,0.423,0.428
sub08137,3,1,0.431,0.451
sub08138,1,3,0.422,0.424
sub08139,2,4,0.403,0.496
sub08140,NaN,NaN,NaN,NaN
sub08141,NaN,NaN,NaN,NaN
sub08143,3,1,0.436,0.488
sub08145,2,1,0.41,0.416
sub08146,1,3,0.401,0.414
sub08147,3,4,0.403,0.406
sub08149,1,NaN,0.434,NaN
sub08150,NaN,NaN,NaN,NaN
sub08152,4,2,0.432,0.447
sub08154,2,3,0.412,0.423
sub08156,1,2,0.42,0.479
sub08158,2,NaN,0.534,NaN
sub08161,1,NaN,0.472,NaN
sub08163,4,2,0.444,0.451
sub08164,1,NaN,0.464,NaN
sub08165,2,1,0.495,0.52
sub08174,1,NaN,0.43,NaN
sub08176,1,3,0.468,0.473
sub08178,1,NaN,0.463,NaN
sub08181,1,2,0.428,0.458
sub08182,3,4,0.418,0.458
